steps,average_returns,final_equity,cumulative_return,Cumulative Return,Loss Rate,Sharpe,Sortino,Maximum Drawdown
0,-0.375363,6246.36926103988,-0.375363073896012,-0.375363073896012,0.4915254237288136,-0.01697536483337329,-0.022397074992110928,0.5463905638897556
