average_returns,final_equity,cumulative_return,buy_and_hold_final_equity,buy_and_hold_cumulative_return,excess_cumulative_return,Cumulative Return,Loss Rate,Sharpe,Sortino,Maximum Drawdown
0.35117545985849574,13511.75453748858,0.35117545374885784,6241.867593432563,-0.3758132406567437,0.7269886944056015,0.3511754537488607,0.5093666369313113,0.02052959702608316,0.03162078315143278,0.34301603556677474
