steps,average_returns,final_equity,cumulative_return,Cumulative Return,Loss Rate,Sharpe,Sortino,Maximum Drawdown
0,-0.549776,4502.2373363251245,-0.5497762663674876,-0.5497762663674876,0.5390070921985816,-0.04358833951221829,-0.06042824120817603,0.6064948714677165
