average_returns,final_equity,cumulative_return,buy_and_hold_final_equity,buy_and_hold_cumulative_return,excess_cumulative_return,Cumulative Return,Loss Rate,Sharpe,Sortino,Maximum Drawdown
0.0,10000.0,0.0,6241.867593432563,-0.3758132406567437,0.3758132406567437,0.0,0.0,0.0,0.0,0.0
